filename,label
000540.png,7
000541.png,7
000542.png,1
000543.png,1
000544.png,3
000545.png,1
000546.png,-1
000547.png,-1
000548.png,2
000549.png,2
000550.png,3
000551.png,2
000552.png,2
000553.png,-1
000554.png,2
000555.png,3
000556.png,1
000557.png,-1
000558.png,2
000559.png,2
000560.png,3
000561.png,3
000562.png,-1
000563.png,2
000564.png,7
000565.png,2
000566.png,3
000567.png,3
000568.png,-1
000569.png,2
000570.png,-1
000571.png,1
000572.png,1
000573.png,3
000574.png,7
000575.png,1
000576.png,7
000577.png,-1
000578.png,1
000579.png,3
000580.png,7
000581.png,7
000582.png,1
000583.png,1
000584.png,3
000585.png,1
000586.png,7
000587.png,3
000588.png,-1
000589.png,7
000590.png,1
000591.png,1
000592.png,3
000593.png,1
000594.png,2
000595.png,1
000596.png,2
000597.png,3
000598.png,3
000599.png,7
000600.png,-1
000601.png,7
000602.png,7
000603.png,7
000604.png,7
000605.png,6
000606.png,1
000607.png,2
000608.png,1
000609.png,3
000610.png,3
000611.png,7
000612.png,-1
000613.png,1
000614.png,3
000615.png,1
000616.png,3
000617.png,1
000618.png,7
000619.png,1
000620.png,2
000621.png,3
000622.png,3
000623.png,1
000624.png,7
000625.png,2
000626.png,1
000627.png,3
000628.png,3
000629.png,3
000630.png,3
000631.png,2
000632.png,-1
000633.png,1
000634.png,1
000635.png,7
000636.png,7
000637.png,2
000638.png,1
000639.png,1
000640.png,3
000641.png,3
000642.png,3
000643.png,-1
000644.png,7
000645.png,7
000646.png,7
000647.png,1
000648.png,1
000649.png,1
000650.png,1
000651.png,2
000652.png,3
000653.png,3
000654.png,2
000655.png,3
000656.png,-1
000657.png,3
000658.png,3
000659.png,2
000660.png,3
000661.png,-1
000662.png,2
000663.png,3
000664.png,1
000665.png,2
000666.png,1
000667.png,2
000668.png,1
000669.png,3
000670.png,3
000671.png,3
000672.png,2
000673.png,1
000674.png,8
000675.png,2
000676.png,1
000677.png,1
000678.png,1
000679.png,1
000680.png,1
000681.png,1
000682.png,1
000683.png,3
000684.png,2
000685.png,1
000686.png,3
000687.png,-1
000688.png,-1
000689.png,-1
000690.png,-1
000691.png,-1
000692.png,3
000693.png,-1
000694.png,-1
000695.png,-1
000696.png,-1
000697.png,-1
000698.png,2
000699.png,-1
000700.png,3
000701.png,3
000702.png,-1
000703.png,-1
000704.png,-1
000705.png,-1
000706.png,-1
000707.png,-1
000708.png,-1
000709.png,6
000710.png,6
000711.png,-1
000712.png,-1
000713.png,-1
000714.png,-1
000715.png,-1
000716.png,-1
000717.png,3
000718.png,-1
000719.png,-1
000720.png,-1
000721.png,-1
000722.png,-1
000723.png,-1
000724.png,3
000725.png,-1
000726.png,2
000727.png,3
000728.png,3
000729.png,-1
000730.png,-1
000731.png,-1
000732.png,-1
000733.png,2
000734.png,2
000735.png,3
000736.png,-1
000737.png,-1
000738.png,-1
000739.png,-1
000740.png,2
000741.png,2
000742.png,-1
000743.png,-1
000744.png,-1
000745.png,-1
000746.png,3
000747.png,1
000748.png,-1
000749.png,-1
000750.png,-1
000751.png,-1
000752.png,-1
000753.png,3
000754.png,3
000755.png,-1
000756.png,3
000757.png,3
000758.png,-1
000759.png,-1
000760.png,3
000761.png,-1
000762.png,5
000763.png,-1
000764.png,3
000765.png,-1
000766.png,7
000767.png,-1
000768.png,-1
000769.png,2
000770.png,-1
000771.png,2
000772.png,-1
000773.png,-1
000774.png,-1
000775.png,2
000776.png,-1
000777.png,6
000778.png,-1
000779.png,6
000780.png,-1
000781.png,-1
000782.png,-1
000783.png,-1
000784.png,-1
000785.png,4
000786.png,-1
000787.png,-1
000788.png,2
000789.png,5
000790.png,-1
000791.png,-1
000792.png,-1
000793.png,-1
000794.png,-1
000795.png,3
000796.png,3
000797.png,-1
000798.png,-1
000799.png,-1
000800.png,2
000801.png,-1
000802.png,-1
000803.png,-1
000804.png,-1
000805.png,-1
000806.png,7
000807.png,-1
000808.png,-1
000809.png,-1
000810.png,6
000811.png,-1
000812.png,-1
000813.png,-1
000814.png,-1
000815.png,-1
000816.png,-1
000817.png,7
000818.png,6
000819.png,3
000820.png,3
000821.png,-1
000822.png,-1
000823.png,-1
000824.png,5
000825.png,6
000826.png,1
000827.png,3
000828.png,-1
000829.png,-1
000830.png,-1
000831.png,-1
000832.png,3
000833.png,-1
000834.png,-1
000835.png,-1
000836.png,-1
000837.png,-1
000838.png,3
000839.png,3
000840.png,6
000841.png,-1
000842.png,-1
000843.png,-1
000844.png,-1
000845.png,-1
000846.png,-1
000847.png,-1
000848.png,-1
000849.png,-1
000850.png,-1
000851.png,2
000852.png,-1
000853.png,-1
000854.png,-1
000855.png,-1
000856.png,-1
000857.png,3
000858.png,-1
000859.png,-1
000860.png,-1
000861.png,-1
000862.png,5
000863.png,3
000864.png,3
000865.png,3
000866.png,-1
000867.png,5
000868.png,3
000869.png,6
000870.png,-1
000871.png,-1
000872.png,-1
000873.png,-1
000874.png,-1
000875.png,-1
000876.png,-1
000877.png,2
000878.png,3
000879.png,2
000880.png,-1
000881.png,-1
000882.png,2
000883.png,-1
000884.png,-1
000885.png,-1
000886.png,7
000887.png,-1
000888.png,2
000889.png,-1
000890.png,-1
000891.png,-1
000892.png,6
000893.png,-1
000894.png,-1
000895.png,3
000896.png,2
000897.png,-1
000898.png,-1
000899.png,-1
000900.png,-1
000901.png,-1
000902.png,-1
000903.png,-1
000904.png,-1
000905.png,7
000906.png,6
000907.png,-1
000908.png,-1
000909.png,-1
000910.png,-1
000911.png,-1
000912.png,3
000913.png,3
000914.png,3
000915.png,6
000916.png,6
000917.png,-1
000918.png,3
000919.png,-1
000920.png,-1
000921.png,1
000922.png,-1
000923.png,-1
000924.png,-1
000925.png,-1
000926.png,-1
000927.png,6
000928.png,6
000929.png,-1
000930.png,-1
000931.png,-1
000932.png,3
000933.png,3
000934.png,-1
000935.png,-1
000936.png,7
000937.png,3
000938.png,-1
000939.png,-1
000940.png,3
000941.png,-1
000942.png,-1
000943.png,-1
000944.png,-1
000945.png,2
000946.png,6
000947.png,-1
000948.png,-1
000949.png,6
000950.png,-1
000951.png,-1
000952.png,6
000953.png,9
000954.png,-1
000955.png,-1
000956.png,7
000957.png,-1
000958.png,3
000959.png,4
000960.png,3
000961.png,-1
000962.png,7
000963.png,-1
000964.png,-1
000965.png,3
000966.png,-1
000967.png,-1
000968.png,-1
000969.png,-1
000970.png,2
000971.png,-1
000972.png,2
000973.png,3
000974.png,6
000975.png,6
000976.png,7
000977.png,7
000978.png,3
000979.png,-1
000980.png,3
000981.png,-1
000982.png,-1
000983.png,3
000984.png,-1
000985.png,2
000986.png,-1
000987.png,-1
000988.png,-1
000989.png,-1
000990.png,-1
000991.png,-1
000992.png,-1
000993.png,-1
000994.png,-1
000995.png,-1
000996.png,3
000997.png,2
000998.png,-1
000999.png,3
001000.png,3
001001.png,2
001002.png,3
001003.png,-1
001004.png,-1
001005.png,3
001006.png,-1
001007.png,5
001008.png,-1
001009.png,6
001010.png,6
001011.png,-1
001012.png,-1
001013.png,-1
001014.png,3
001015.png,-1
001016.png,-1
001017.png,-1
001018.png,-1
001019.png,6
001020.png,6
001021.png,-1
001022.png,7
001023.png,-1
001024.png,3
001025.png,-1
001026.png,-1
001027.png,-1
001028.png,2
001029.png,2
001030.png,2
001031.png,2
001032.png,6
001033.png,-1
001034.png,-1
001035.png,-1
001036.png,6
001037.png,-1
001038.png,3
001039.png,2
001040.png,2
001041.png,-1
001042.png,-1
001043.png,-1
001044.png,-1
001045.png,-1
001046.png,-1
001047.png,7
001048.png,-1
001049.png,-1
001050.png,3
001051.png,-1
001052.png,2
001053.png,3
001054.png,-1
001055.png,-1
001056.png,2
001057.png,6
001058.png,3
001059.png,3
001060.png,3
001061.png,3
001062.png,5
001063.png,5
001064.png,-1
001065.png,-1
001066.png,2
001067.png,2
001068.png,-1
001069.png,-1
001070.png,3
001071.png,3
001072.png,-1
001073.png,-1
001074.png,-1
001075.png,2
001076.png,-1
001077.png,7
001078.png,7
001079.png,-1
001080.png,-1
001081.png,-1
001082.png,3
001083.png,5
001084.png,3
001085.png,-1
001086.png,3
001087.png,2
001088.png,-1
001089.png,7
001090.png,-1
001091.png,-1
001092.png,-1
001093.png,-1
001094.png,-1
001095.png,-1
001096.png,4
001097.png,7
001098.png,1
001099.png,4
001100.png,1
001101.png,1
001102.png,7
001103.png,1
001104.png,3
001105.png,1
001106.png,1
001107.png,3
001108.png,4
001109.png,-1
001110.png,1
001111.png,1
001112.png,1
001113.png,1
001114.png,1
001115.png,1
001116.png,4
001117.png,1
001118.png,4
001119.png,4
001120.png,3
001121.png,2
001122.png,-1
001123.png,-1
001124.png,-1
001125.png,3
001126.png,-1
001127.png,-1
001128.png,4
001129.png,-1
001130.png,3
001131.png,3
001132.png,-1
001133.png,4
001134.png,1
001135.png,3
001136.png,1
001137.png,1
001138.png,-1
001139.png,-1
001140.png,3
001141.png,1
001142.png,-1
001143.png,1
001144.png,3
001145.png,3
001146.png,1
001147.png,7
001148.png,1
001149.png,3
001150.png,7
001151.png,-1
001152.png,1
001153.png,-1
001154.png,3
001155.png,1
001156.png,7
001157.png,1
001158.png,-1
001159.png,4
001160.png,-1
001161.png,-1
001162.png,1
001163.png,-1
001164.png,-1
001165.png,-1
001166.png,3
001167.png,-1
001168.png,3
001169.png,1
001170.png,-1
001171.png,1
001172.png,1
001173.png,4
001174.png,1
001175.png,-1
001176.png,1
001177.png,1
001178.png,-1
001179.png,-1
001180.png,-1
001181.png,3
001182.png,-1
001183.png,3
001184.png,1
001185.png,2
001186.png,2
001187.png,-1
001188.png,3
001189.png,-1
001190.png,1
001191.png,6
001192.png,-1
001193.png,-1
001194.png,3
001195.png,-1
001196.png,-1
001197.png,6
001198.png,6
001199.png,-1
001200.png,-1
001201.png,-1
001202.png,6
001203.png,-1
001204.png,6
001205.png,-1
001206.png,-1
001207.png,-1
001208.png,-1
001209.png,-1
001210.png,7
001211.png,-1
001212.png,-1
001213.png,-1
001214.png,-1
001215.png,-1
001216.png,-1
001217.png,6
001218.png,6
001219.png,-1
001220.png,-1
001221.png,-1
001222.png,-1
001223.png,-1
001224.png,6
001225.png,-1
001226.png,-1
001227.png,-1
001228.png,6
001229.png,-1
001230.png,-1
001231.png,-1
001232.png,-1
001233.png,-1
001234.png,-1
001235.png,6
001236.png,-1
001237.png,-1
001238.png,-1
001239.png,-1
001240.png,6
001241.png,-1
001242.png,-1
001243.png,-1
001244.png,-1
001245.png,-1
001246.png,-1
001247.png,6
001248.png,-1
001249.png,-1
001250.png,-1
001251.png,6
001252.png,6
001253.png,-1
001254.png,-1
001255.png,-1
001256.png,-1
001257.png,-1
001258.png,6
001259.png,6
001260.png,-1
001261.png,-1
001262.png,6
001263.png,-1
001264.png,6
001265.png,-1
001266.png,-1
001267.png,-1
001268.png,-1
001269.png,6
001270.png,-1
001271.png,6
001272.png,-1
001273.png,-1
001274.png,-1
001275.png,-1
001276.png,-1
001277.png,6
001278.png,-1
001279.png,-1
001280.png,-1
001281.png,-1
001282.png,-1
001283.png,-1
001284.png,-1
001285.png,-1
001286.png,-1
001287.png,6
001288.png,-1
001289.png,-1
001290.png,-1
001291.png,1
001292.png,-1
001293.png,-1
001294.png,6
001295.png,6
001296.png,-1
001297.png,-1
001298.png,-1
001299.png,-1
001300.png,-1
001301.png,6
001302.png,-1
001303.png,6
001304.png,-1
001305.png,-1
001306.png,-1
001307.png,6
001308.png,-1
001309.png,6
001310.png,-1
001311.png,-1
001312.png,6
001313.png,-1
001314.png,-1
001315.png,-1
001316.png,-1
001317.png,-1
001318.png,-1
001319.png,-1
001320.png,-1
001321.png,6
001322.png,6
001323.png,-1
001324.png,-1
001325.png,-1
001326.png,6
001327.png,-1
001328.png,-1
001329.png,-1
001330.png,-1
001331.png,-1
001332.png,-1
001333.png,-1
001334.png,6
001335.png,-1
001336.png,6
001337.png,-1
001338.png,-1
001339.png,-1
001340.png,-1
001341.png,6
001342.png,-1
001343.png,-1
001344.png,-1
001345.png,-1
001346.png,-1
001347.png,6
001348.png,-1
001349.png,-1
001350.png,-1
001351.png,-1
001352.png,-1
001353.png,6
001354.png,-1
001355.png,-1
001356.png,-1
001357.png,-1
001358.png,-1
001359.png,-1
001360.png,6
001361.png,-1
001362.png,-1
001363.png,-1
001364.png,-1
001365.png,-1
001366.png,-1
001367.png,-1
001368.png,5
001369.png,-1
001370.png,-1
001371.png,-1
001372.png,-1
001373.png,-1
001374.png,8
001375.png,5
001376.png,-1
001377.png,-1
001378.png,-1
001379.png,8
001380.png,-1
001381.png,-1
001382.png,-1
001383.png,-1
001384.png,8
001385.png,5
001386.png,-1
001387.png,-1
001388.png,3
001389.png,-1
001390.png,8
001391.png,5
001392.png,8
001393.png,8
001394.png,-1
001395.png,-1
001396.png,-1
001397.png,-1
001398.png,5
001399.png,8
001400.png,3
001401.png,3
001402.png,9
001403.png,3
001404.png,-1
001405.png,-1
001406.png,8
001407.png,2
001408.png,-1
001409.png,-1
001410.png,-1
001411.png,-1
001412.png,8
001413.png,-1
001414.png,-1
001415.png,-1
001416.png,3
001417.png,5
001418.png,-1
001419.png,-1
001420.png,-1
001421.png,-1
001422.png,-1
001423.png,-1
001424.png,-1
001425.png,-1
001426.png,-1
001427.png,5
001428.png,3
001429.png,-1
001430.png,-1
001431.png,-1
001432.png,3
001433.png,8
001434.png,-1
001435.png,5
001436.png,-1
001437.png,3
001438.png,-1
001439.png,8
001440.png,8
001441.png,-1
001442.png,-1
001443.png,-1
001444.png,3
001445.png,3
001446.png,8
001447.png,3
001448.png,3
001449.png,-1
001450.png,5
001451.png,-1
001452.png,8
001453.png,3
001454.png,2
001455.png,5
001456.png,3
001457.png,3
001458.png,-1
001459.png,3
001460.png,-1
001461.png,5
001462.png,-1
001463.png,3
001464.png,5
001465.png,-1
001466.png,5
001467.png,8
001468.png,-1
001469.png,-1
001470.png,-1
001471.png,5
001472.png,-1
001473.png,-1
001474.png,-1
001475.png,-1
001476.png,-1
001477.png,5
001478.png,-1
001479.png,-1
001480.png,-1
001481.png,5
001482.png,3
001483.png,-1
001484.png,-1
001485.png,-1
001486.png,-1
001487.png,2
001488.png,-1
001489.png,-1
001490.png,-1
001491.png,-1
001492.png,-1
001493.png,-1
001494.png,-1
001495.png,-1
001496.png,-1
001497.png,-1
001498.png,-1
001499.png,-1
001500.png,5
001501.png,-1
001502.png,-1
001503.png,-1
001504.png,-1
001505.png,-1
001506.png,-1
001507.png,-1
001508.png,-1
001509.png,-1
001510.png,-1
001511.png,3
001512.png,-1
001513.png,-1
001514.png,-1
001515.png,-1
001516.png,-1
001517.png,-1
001518.png,-1
001519.png,-1
001520.png,5
001521.png,-1
001522.png,-1
001523.png,-1
001524.png,-1
001525.png,3
001526.png,-1
001527.png,-1
001528.png,-1
001529.png,-1
001530.png,-1
001531.png,-1
001532.png,-1
001533.png,-1
001534.png,-1
001535.png,-1
001536.png,-1
001537.png,-1
001538.png,-1
001539.png,-1
001540.png,-1
001541.png,8
001542.png,-1
001543.png,-1
001544.png,5
001545.png,-1
001546.png,-1
001547.png,-1
001548.png,-1
001549.png,-1
001550.png,-1
001551.png,-1
001552.png,-1
001553.png,-1
001554.png,-1
001555.png,5
001556.png,-1
001557.png,-1
001558.png,-1
001559.png,5
001560.png,5
001561.png,-1
001562.png,-1
001563.png,-1
001564.png,-1
001565.png,-1
001566.png,8
001567.png,1
001568.png,6
001569.png,5
001570.png,-1
001571.png,-1
001572.png,-1
001573.png,-1
001574.png,-1
001575.png,5
001576.png,-1
001577.png,-1
001578.png,-1
001579.png,3
001580.png,1
001581.png,1
001582.png,1
001583.png,1
001584.png,1
001585.png,1
001586.png,1
001587.png,3
001588.png,1
001589.png,1
001590.png,1
001591.png,-1
001592.png,1
001593.png,2
001594.png,3
001595.png,1
001596.png,1
001597.png,1
001598.png,3
001599.png,-1
001600.png,1
001601.png,1
001602.png,1
001603.png,2
001604.png,1
001605.png,1
001606.png,1
001607.png,1
001608.png,-1
001609.png,1
001610.png,1
001611.png,2
001612.png,1
001613.png,1
001614.png,2
001615.png,1
001616.png,1
001617.png,1
001618.png,1
001619.png,2
001620.png,1
001621.png,1
001622.png,1
001623.png,-1
001624.png,1
001625.png,2
001626.png,1
001627.png,1
001628.png,-1
001629.png,1
001630.png,2
001631.png,1
001632.png,1
001633.png,1
001634.png,1
001635.png,1
001636.png,1
001637.png,1
001638.png,-1
001639.png,1
001640.png,1
001641.png,7
001642.png,7
001643.png,7
001644.png,2
001645.png,2
001646.png,1
001647.png,1
001648.png,1
001649.png,7
001650.png,9
001651.png,-1
001652.png,-1
001653.png,-1
001654.png,1
001655.png,3
001656.png,1
001657.png,1
001658.png,2
001659.png,1
001660.png,1
001661.png,1
001662.png,1
001663.png,3
001664.png,3
001665.png,1
001666.png,1
001667.png,3
001668.png,1
001669.png,3
001670.png,1
001671.png,1
001672.png,3
001673.png,1
001674.png,1
001675.png,-1
001676.png,1
001677.png,2
001678.png,7
001679.png,1
001680.png,1
001681.png,1
001682.png,1
001683.png,1
001684.png,2
001685.png,1
001686.png,1
001687.png,1
001688.png,1
001689.png,1
001690.png,1
001691.png,-1
001692.png,2
001693.png,1
001694.png,1
001695.png,1
001696.png,2
001697.png,1
001698.png,3
001699.png,1
001700.png,1
001701.png,1
001702.png,1
001703.png,1
001704.png,1
001705.png,1
001706.png,1
001707.png,1
001708.png,1
001709.png,2
001710.png,1
001711.png,3
001712.png,1
001713.png,1
001714.png,7
001715.png,-1
001716.png,7
001717.png,1
001718.png,7
001719.png,3
001720.png,-1
001721.png,1
001722.png,1
001723.png,3
001724.png,1
001725.png,1
001726.png,1
001727.png,3
001728.png,7
001729.png,1
001730.png,-1
001731.png,2
001732.png,3
001733.png,1
001734.png,2
001735.png,1
001736.png,1
001737.png,1
001738.png,1
001739.png,1
001740.png,7
001741.png,7
001742.png,7
001743.png,1
001744.png,1
001745.png,1
001746.png,1
001747.png,1
001748.png,1
001749.png,1
001750.png,1
001751.png,1
001752.png,1
001753.png,1
001754.png,1
001755.png,1
001756.png,1
001757.png,1
001758.png,-1
001759.png,1
001760.png,-1
001761.png,1
001762.png,1
001763.png,2
001764.png,1
001765.png,1
001766.png,-1
001767.png,1
001768.png,1
001769.png,3
001770.png,1
001771.png,1
001772.png,1
001773.png,3
001774.png,1
001775.png,1
001776.png,2
001777.png,1
001778.png,1
001779.png,1
001780.png,2
001781.png,1
001782.png,-1
001783.png,3
001784.png,2
001785.png,1
001786.png,1
001787.png,1
001788.png,2
001789.png,2
001790.png,1
001791.png,1
001792.png,2
001793.png,1
001794.png,1
001795.png,1
001796.png,1
001797.png,1
001798.png,2
001799.png,-1
001800.png,1
001801.png,3
001802.png,1
001803.png,1
001804.png,2
001805.png,1
001806.png,1
001807.png,1
001808.png,2
001809.png,1
001810.png,3
001811.png,1
001812.png,1
001813.png,-1
001814.png,1
001815.png,1
001816.png,1
001817.png,2
001818.png,1
001819.png,2
001820.png,1
001821.png,1
001822.png,-1
001823.png,1
001824.png,1
001825.png,3
001826.png,1
001827.png,1
001828.png,3
001829.png,1
001830.png,2
001831.png,1
001832.png,1
001833.png,1
001834.png,1
001835.png,2
001836.png,1
001837.png,2
001838.png,2
001839.png,2
001840.png,1
001841.png,2
001842.png,3
001843.png,1
001844.png,2
001845.png,1
001846.png,3
001847.png,1
001848.png,-1
001849.png,3
001850.png,1
001851.png,1
001852.png,2
001853.png,1
001854.png,1
001855.png,1
001856.png,3
001857.png,1
001858.png,2
001859.png,2
001860.png,1
001861.png,1
001862.png,1
001863.png,1
001864.png,6
001865.png,1
001866.png,1
001867.png,1
001868.png,1
001869.png,1
001870.png,1
001871.png,3
001872.png,2
001873.png,1
001874.png,1
001875.png,2
001876.png,2
001877.png,3
001878.png,1
001879.png,1
001880.png,1
001881.png,1
001882.png,3
001883.png,1
001884.png,1
001885.png,1
001886.png,2
001887.png,1
001888.png,7
001889.png,1
001890.png,1
001891.png,1
001892.png,1
001893.png,1
001894.png,-1
001895.png,1
001896.png,2
001897.png,1
001898.png,3
001899.png,1
001900.png,1
001901.png,7
001902.png,1
001903.png,2
